Date reported,Generation,Group,Subgroup,Number of errors,Special training
1954,45,Control,Control A,32,0
1954,45,Control,Control A,53,0
1954,45,Control,Control A,68,0
1954,45,Control,Control B,0,0
1954,45,Control,Control B,0,0
1954,45,Control,Control B,4,0
1954,45,Control,Control B,4,0
1954,45,Control,Control B,6,0
1954,45,Control,Control B,8,0
1954,45,Control,Control B,9,0
1954,45,Control,Control B,10,0
1954,45,Control,Control B,10,0
1954,45,Control,Control B,10,0
1954,45,Control,Control B,11,0
1954,45,Control,Control B,11,0
1954,45,Control,Control B,11,0
1954,45,Control,Control B,12,0
1954,45,Control,Control B,13,0
1954,45,Control,Control B,14,0
1954,45,Control,Control B,15,0
1954,45,Control,Control B,16,0
1954,45,Control,Control B,17,0
1954,45,Control,Control B,17,0
1954,45,Control,Control B,18,0
1954,45,Control,Control B,18,0
1954,45,Control,Control B,20,0
1954,45,Control,Control B,22,0
1954,45,Control,Control B,22,0
1954,45,Control,Control B,23,0
1954,45,Control,Control B,23,0
1954,45,Control,Control B,23,0
1954,45,Control,Control B,24,0
1954,45,Control,Control B,25,0
1954,45,Control,Control B,28,0
1954,45,Control,Control B,29,0
1954,45,Control,Control B,31,0
1954,45,Control,Control B,33,0
1954,45,Control,Control B,39,0
1954,45,Control,Control B,40,0
1954,45,Control,Control B,48,0
1954,45,Control,Control B,52,0
1954,46,Trained,Trained A,2,0
1954,46,Trained,Trained A,4,0
1954,46,Trained,Trained A,8,0
1954,46,Trained,Trained A,9,0
1954,46,Trained,Trained A,10,0
1954,46,Trained,Trained A,10,0
1954,46,Trained,Trained A,13,0
1954,46,Trained,Trained A,13,0
1954,46,Trained,Trained A,15,0
1954,46,Trained,Trained A,15,0
1954,46,Trained,Trained A,17,0
1954,46,Trained,Trained A,17,0
1954,46,Trained,Trained A,17,0
1954,46,Trained,Trained A,17,0
1954,46,Trained,Trained A,17,0
1954,46,Trained,Trained A,18,0
1954,46,Trained,Trained A,18,0
1954,46,Trained,Trained A,18,0
1954,46,Trained,Trained A,19,0
1954,46,Trained,Trained A,20,0
1954,46,Trained,Trained A,21,0
1954,46,Trained,Trained A,23,0
1954,46,Trained,Trained A,24,0
1954,46,Trained,Trained A,24,0
1954,46,Trained,Trained A,26,0
1954,46,Trained,Trained A,26,0
1954,46,Trained,Trained A,27,0
1954,46,Trained,Trained A,29,0
1954,46,Trained,Trained A,33,0
1954,46,Trained,Trained A,36,0
1954,46,Trained,Trained A,37,0
1954,46,Trained,Trained A,41,0
1954,46,Trained,Trained A,42,0
1954,46,Trained,Trained A,64,0
1954,46,Trained,Trained B,11,0
1954,46,Trained,Trained B,12,0
1954,46,Trained,Trained B,13,0
1954,46,Trained,Trained B,19,0
1954,46,Trained,Trained B,19,0
1954,46,Trained,Trained B,20,0
1954,46,Trained,Trained B,20,0
1954,46,Trained,Trained B,21,0
1954,46,Trained,Trained B,21,0
1954,46,Trained,Trained B,22,0
1954,46,Trained,Trained B,22,0
1954,46,Trained,Trained B,22,0
1954,46,Trained,Trained B,23,0
1954,46,Trained,Trained B,23,0
1954,46,Trained,Trained B,23,0
1954,46,Trained,Trained B,24,0
1954,46,Trained,Trained B,24,0
1954,46,Trained,Trained B,24,0
1954,46,Trained,Trained B,26,0
1954,46,Trained,Trained B,26,0
1954,46,Trained,Trained B,27,0
1954,46,Trained,Trained B,27,0
1954,46,Trained,Trained B,28,0
1954,46,Trained,Trained B,28,0
1954,46,Trained,Trained B,29,0
1954,46,Trained,Trained B,31,0
1954,46,Trained,Trained B,32,0
1954,46,Trained,Trained B,33,0
1954,46,Trained,Trained B,35,0
1954,46,Trained,Trained B,36,0
1954,46,Trained,Trained B,37,0
1954,46,Trained,Trained B,40,0
1954,46,Trained,Trained B,41,0
1954,46,Trained,Trained B,46,0
1954,46,Trained,Trained B,47,0
1954,46,Trained,Trained B,75,0
1954,46,Trained,Trained B,151,1
1954,46,Trained,Trained B,151,1
1954,46,Control,Control A,0,0
1954,46,Control,Control A,3,0
1954,46,Control,Control A,6,0
1954,46,Control,Control A,6,0
1954,46,Control,Control A,7,0
1954,46,Control,Control A,13,0
1954,46,Control,Control A,14,0
1954,46,Control,Control A,15,0
1954,46,Control,Control A,15,0
1954,46,Control,Control A,16,0
1954,46,Control,Control A,17,0
1954,46,Control,Control A,17,0
1954,46,Control,Control A,18,0
1954,46,Control,Control A,19,0
1954,46,Control,Control A,20,0
1954,46,Control,Control A,20,0
1954,46,Control,Control A,21,0
1954,46,Control,Control A,21,0
1954,46,Control,Control A,22,0
1954,46,Control,Control A,22,0
1954,46,Control,Control A,23,0
1954,46,Control,Control A,23,0
1954,46,Control,Control A,23,0
1954,46,Control,Control A,23,0
1954,46,Control,Control A,24,0
1954,46,Control,Control A,25,0
1954,46,Control,Control A,25,0
1954,46,Control,Control A,26,0
1954,46,Control,Control A,26,0
1954,46,Control,Control A,27,0
1954,46,Control,Control A,29,0
1954,46,Control,Control A,34,0
1954,46,Control,Control A,36,0
1954,46,Control,Control A,41,0
1954,46,Control,Control A,41,0
1954,46,Control,Control A,45,0
1954,46,Control,Control A,53,0
1954,46,Control,Control A,80,0
1954,46,Control,Control A,87,0
1954,46,Control,Control A,110,0
1954,46,Control,Control B,2,0
1954,46,Control,Control B,3,0
1954,46,Control,Control B,4,0
1954,46,Control,Control B,4,0
1954,46,Control,Control B,9,0
1954,46,Control,Control B,10,0
1954,46,Control,Control B,11,0
1954,46,Control,Control B,12,0
1954,46,Control,Control B,15,0
1954,46,Control,Control B,16,0
1954,46,Control,Control B,16,0
1954,46,Control,Control B,18,0
1954,46,Control,Control B,18,0
1954,46,Control,Control B,18,0
1954,46,Control,Control B,22,0
1954,46,Control,Control B,23,0
1954,46,Control,Control B,24,0
1954,46,Control,Control B,24,0
1954,46,Control,Control B,27,0
1954,46,Control,Control B,27,0
1954,46,Control,Control B,28,0
1954,46,Control,Control B,28,0
1954,46,Control,Control B,31,0
1954,46,Control,Control B,32,0
1954,46,Control,Control B,34,0
1954,46,Control,Control B,37,0
1954,46,Control,Control B,40,0
1954,46,Control,Control B,52,0
1954,46,Control,Control B,151,1
1954,47,Trained,Trained A,1,0
1954,47,Trained,Trained A,2,0
1954,47,Trained,Trained A,3,0
1954,47,Trained,Trained A,5,0
1954,47,Trained,Trained A,6,0
1954,47,Trained,Trained A,6,0
1954,47,Trained,Trained A,6,0
1954,47,Trained,Trained A,7,0
1954,47,Trained,Trained A,11,0
1954,47,Trained,Trained A,12,0
1954,47,Trained,Trained A,12,0
1954,47,Trained,Trained A,14,0
1954,47,Trained,Trained A,16,0
1954,47,Trained,Trained A,17,0
1954,47,Trained,Trained A,18,0
1954,47,Trained,Trained A,18,0
1954,47,Trained,Trained A,20,0
1954,47,Trained,Trained A,20,0
1954,47,Trained,Trained A,21,0
1954,47,Trained,Trained A,22,0
1954,47,Trained,Trained A,24,0
1954,47,Trained,Trained A,24,0
1954,47,Trained,Trained A,25,0
1954,47,Trained,Trained A,25,0
1954,47,Trained,Trained A,26,0
1954,47,Trained,Trained A,30,0
1954,47,Trained,Trained A,31,0
1954,47,Trained,Trained A,32,0
1954,47,Trained,Trained A,33,0
1954,47,Trained,Trained A,33,0
1954,47,Trained,Trained A,37,0
1954,47,Trained,Trained A,45,0
1954,47,Trained,Trained A,50,0
1954,47,Trained,Trained A,151,1
1954,47,Trained,Trained B,3,0
1954,47,Trained,Trained B,6,0
1954,47,Trained,Trained B,7,0
1954,47,Trained,Trained B,7,0
1954,47,Trained,Trained B,9,0
1954,47,Trained,Trained B,10,0
1954,47,Trained,Trained B,11,0
1954,47,Trained,Trained B,11,0
1954,47,Trained,Trained B,12,0
1954,47,Trained,Trained B,12,0
1954,47,Trained,Trained B,12,0
1954,47,Trained,Trained B,13,0
1954,47,Trained,Trained B,14,0
1954,47,Trained,Trained B,15,0
1954,47,Trained,Trained B,15,0
1954,47,Trained,Trained B,15,0
1954,47,Trained,Trained B,16,0
1954,47,Trained,Trained B,19,0
1954,47,Trained,Trained B,20,0
1954,47,Trained,Trained B,22,0
1954,47,Trained,Trained B,25,0
1954,47,Trained,Trained B,27,0
1954,47,Trained,Trained B,27,0
1954,47,Trained,Trained B,28,0
1954,47,Trained,Trained B,29,0
1954,47,Trained,Trained B,29,0
1954,47,Trained,Trained B,32,0
1954,47,Trained,Trained B,33,0
1954,47,Trained,Trained B,34,0
1954,47,Trained,Trained B,40,0
1954,47,Trained,Trained B,46,0
1954,47,Trained,Trained B,81,0
1954,47,Trained,Trained B,100,0
1954,47,Trained,Trained B,151,1
1954,47,Control,Control A,1,0
1954,47,Control,Control A,5,0
1954,47,Control,Control A,5,0
1954,47,Control,Control A,5,0
1954,47,Control,Control A,6,0
1954,47,Control,Control A,8,0
1954,47,Control,Control A,9,0
1954,47,Control,Control A,10,0
1954,47,Control,Control A,10,0
1954,47,Control,Control A,11,0
1954,47,Control,Control A,13,0
1954,47,Control,Control A,15,0
1954,47,Control,Control A,15,0
1954,47,Control,Control A,16,0
1954,47,Control,Control A,17,0
1954,47,Control,Control A,17,0
1954,47,Control,Control A,17,0
1954,47,Control,Control A,18,0
1954,47,Control,Control A,19,0
1954,47,Control,Control A,20,0
1954,47,Control,Control A,20,0
1954,47,Control,Control A,21,0
1954,47,Control,Control A,22,0
1954,47,Control,Control A,22,0
1954,47,Control,Control A,25,0
1954,47,Control,Control A,26,0
1954,47,Control,Control A,28,0
1954,47,Control,Control A,28,0
1954,47,Control,Control A,29,0
1954,47,Control,Control A,29,0
1954,47,Control,Control A,30,0
1954,47,Control,Control A,30,0
1954,47,Control,Control A,31,0
1954,47,Control,Control A,32,0
1954,47,Control,Control A,34,0
1954,47,Control,Control A,34,0
1954,47,Control,Control A,35,0
1954,47,Control,Control A,37,0
1954,47,Control,Control A,46,0
1954,47,Control,Control B,3,0
1954,47,Control,Control B,3,0
1954,47,Control,Control B,4,0
1954,47,Control,Control B,5,0
1954,47,Control,Control B,6,0
1954,47,Control,Control B,6,0
1954,47,Control,Control B,7,0
1954,47,Control,Control B,10,0
1954,47,Control,Control B,11,0
1954,47,Control,Control B,13,0
1954,47,Control,Control B,13,0
1954,47,Control,Control B,14,0
1954,47,Control,Control B,17,0
1954,47,Control,Control B,20,0
1954,47,Control,Control B,21,0
1954,47,Control,Control B,22,0
1954,47,Control,Control B,25,0
1954,47,Control,Control B,28,0
1954,47,Control,Control B,29,0
1954,47,Control,Control B,30,0
1954,47,Control,Control B,30,0
1954,47,Control,Control B,30,0
1954,47,Control,Control B,31,0
1954,47,Control,Control B,32,0
1954,47,Control,Control B,33,0
1954,47,Control,Control B,33,0
1954,47,Control,Control B,34,0
1954,47,Control,Control B,35,0
1954,47,Control,Control B,36,0
1954,47,Control,Control B,50,0
1954,47,Control,Control B,59,0
1954,47,Control,Control B,60,0
1954,47,Control,Control B,70,0
1954,47,Control,Control B,151,1
1954,48,Trained,Trained A,5,0
1954,48,Trained,Trained A,8,0
1954,48,Trained,Trained A,9,0
1954,48,Trained,Trained A,10,0
1954,48,Trained,Trained A,11,0
1954,48,Trained,Trained A,12,0
1954,48,Trained,Trained A,12,0
1954,48,Trained,Trained A,14,0
1954,48,Trained,Trained A,14,0
1954,48,Trained,Trained A,14,0
1954,48,Trained,Trained A,15,0
1954,48,Trained,Trained A,15,0
1954,48,Trained,Trained A,17,0
1954,48,Trained,Trained A,17,0
1954,48,Trained,Trained A,19,0
1954,48,Trained,Trained A,20,0
1954,48,Trained,Trained A,20,0
1954,48,Trained,Trained A,21,0
1954,48,Trained,Trained A,22,0
1954,48,Trained,Trained A,22,0
1954,48,Trained,Trained A,22,0
1954,48,Trained,Trained A,23,0
1954,48,Trained,Trained A,24,0
1954,48,Trained,Trained A,24,0
1954,48,Trained,Trained A,25,0
1954,48,Trained,Trained A,27,0
1954,48,Trained,Trained A,28,0
1954,48,Trained,Trained A,29,0
1954,48,Trained,Trained A,30,0
1954,48,Trained,Trained A,31,0
1954,48,Trained,Trained A,32,0
1954,48,Trained,Trained A,36,0
1954,48,Trained,Trained A,36,0
1954,48,Trained,Trained A,58,0
1954,48,Trained,Trained A,65,0
1954,48,Trained,Trained B,6,0
1954,48,Trained,Trained B,7,0
1954,48,Trained,Trained B,7,0
1954,48,Trained,Trained B,8,0
1954,48,Trained,Trained B,8,0
1954,48,Trained,Trained B,9,0
1954,48,Trained,Trained B,11,0
1954,48,Trained,Trained B,12,0
1954,48,Trained,Trained B,13,0
1954,48,Trained,Trained B,14,0
1954,48,Trained,Trained B,15,0
1954,48,Trained,Trained B,17,0
1954,48,Trained,Trained B,17,0
1954,48,Trained,Trained B,19,0
1954,48,Trained,Trained B,21,0
1954,48,Trained,Trained B,21,0
1954,48,Trained,Trained B,22,0
1954,48,Trained,Trained B,22,0
1954,48,Trained,Trained B,23,0
1954,48,Trained,Trained B,26,0
1954,48,Trained,Trained B,26,0
1954,48,Trained,Trained B,29,0
1954,48,Trained,Trained B,31,0
1954,48,Trained,Trained B,31,0
1954,48,Trained,Trained B,32,0
1954,48,Trained,Trained B,32,0
1954,48,Trained,Trained B,33,0
1954,48,Trained,Trained B,33,0
1954,48,Trained,Trained B,33,0
1954,48,Trained,Trained B,35,0
1954,48,Trained,Trained B,36,0
1954,48,Trained,Trained B,37,0
1954,48,Trained,Trained B,41,0
1954,48,Trained,Trained B,42,0
1954,48,Trained,Trained B,44,0
1954,48,Control,Control A,5,0
1954,48,Control,Control A,5,0
1954,48,Control,Control A,5,0
1954,48,Control,Control A,6,0
1954,48,Control,Control A,6,0
1954,48,Control,Control A,7,0
1954,48,Control,Control A,8,0
1954,48,Control,Control A,8,0
1954,48,Control,Control A,8,0
1954,48,Control,Control A,8,0
1954,48,Control,Control A,9,0
1954,48,Control,Control A,9,0
1954,48,Control,Control A,11,0
1954,48,Control,Control A,12,0
1954,48,Control,Control A,12,0
1954,48,Control,Control A,12,0
1954,48,Control,Control A,15,0
1954,48,Control,Control A,15,0
1954,48,Control,Control A,15,0
1954,48,Control,Control A,15,0
1954,48,Control,Control A,16,0
1954,48,Control,Control A,16,0
1954,48,Control,Control A,18,0
1954,48,Control,Control A,19,0
1954,48,Control,Control A,19,0
1954,48,Control,Control A,23,0
1954,48,Control,Control A,23,0
1954,48,Control,Control A,24,0
1954,48,Control,Control A,25,0
1954,48,Control,Control A,29,0
1954,48,Control,Control A,30,0
1954,48,Control,Control A,32,0
1954,48,Control,Control A,39,0
1954,48,Control,Control A,49,0
1954,48,Control,Control A,50,0
1954,48,Control,Control B,7,0
1954,48,Control,Control B,8,0
1954,48,Control,Control B,8,0
1954,48,Control,Control B,9,0
1954,48,Control,Control B,9,0
1954,48,Control,Control B,10,0
1954,48,Control,Control B,12,0
1954,48,Control,Control B,13,0
1954,48,Control,Control B,14,0
1954,48,Control,Control B,16,0
1954,48,Control,Control B,17,0
1954,48,Control,Control B,18,0
1954,48,Control,Control B,20,0
1954,48,Control,Control B,20,0
1954,48,Control,Control B,21,0
1954,48,Control,Control B,24,0
1954,48,Control,Control B,26,0
1954,48,Control,Control B,27,0
1954,48,Control,Control B,27,0
1954,48,Control,Control B,29,0
1954,48,Control,Control B,31,0
1954,48,Control,Control B,53,0
1954,48,Control,Control B,91,0
1954,48,Control,Control B,110,0
1954,48,Control,Control B,111,0
1954,49,Trained,Trained A,5,0
1954,49,Trained,Trained A,9,0
1954,49,Trained,Trained A,9,0
1954,49,Trained,Trained A,9,0
1954,49,Trained,Trained A,10,0
1954,49,Trained,Trained A,11,0
1954,49,Trained,Trained A,11,0
1954,49,Trained,Trained A,12,0
1954,49,Trained,Trained A,12,0
1954,49,Trained,Trained A,13,0
1954,49,Trained,Trained A,15,0
1954,49,Trained,Trained A,15,0
1954,49,Trained,Trained A,16,0
1954,49,Trained,Trained A,16,0
1954,49,Trained,Trained A,18,0
1954,49,Trained,Trained A,19,0
1954,49,Trained,Trained A,20,0
1954,49,Trained,Trained A,20,0
1954,49,Trained,Trained A,20,0
1954,49,Trained,Trained A,21,0
1954,49,Trained,Trained A,23,0
1954,49,Trained,Trained A,24,0
1954,49,Trained,Trained A,24,0
1954,49,Trained,Trained A,24,0
1954,49,Trained,Trained A,27,0
1954,49,Trained,Trained A,28,0
1954,49,Trained,Trained A,31,0
1954,49,Trained,Trained A,31,0
1954,49,Trained,Trained A,34,0
1954,49,Trained,Trained A,38,0
1954,49,Trained,Trained A,42,0
1954,49,Trained,Trained A,47,0
1954,49,Trained,Trained A,48,0
1954,49,Trained,Trained A,63,0
1954,49,Trained,Trained A,151,1
1954,49,Trained,Trained B,7,0
1954,49,Trained,Trained B,10,0
1954,49,Trained,Trained B,10,0
1954,49,Trained,Trained B,11,0
1954,49,Trained,Trained B,11,0
1954,49,Trained,Trained B,12,0
1954,49,Trained,Trained B,12,0
1954,49,Trained,Trained B,13,0
1954,49,Trained,Trained B,13,0
1954,49,Trained,Trained B,15,0
1954,49,Trained,Trained B,15,0
1954,49,Trained,Trained B,17,0
1954,49,Trained,Trained B,17,0
1954,49,Trained,Trained B,18,0
1954,49,Trained,Trained B,19,0
1954,49,Trained,Trained B,19,0
1954,49,Trained,Trained B,19,0
1954,49,Trained,Trained B,20,0
1954,49,Trained,Trained B,23,0
1954,49,Trained,Trained B,23,0
1954,49,Trained,Trained B,23,0
1954,49,Trained,Trained B,24,0
1954,49,Trained,Trained B,26,0
1954,49,Trained,Trained B,26,0
1954,49,Trained,Trained B,26,0
1954,49,Trained,Trained B,26,0
1954,49,Trained,Trained B,27,0
1954,49,Trained,Trained B,28,0
1954,49,Trained,Trained B,29,0
1954,49,Trained,Trained B,29,0
1954,49,Trained,Trained B,31,0
1954,49,Trained,Trained B,31,0
1954,49,Trained,Trained B,38,0
1954,49,Trained,Trained B,39,0
1954,49,Trained,Trained B,41,0
1954,49,Control,Control A,2,0
1954,49,Control,Control A,3,0
1954,49,Control,Control A,7,0
1954,49,Control,Control A,9,0
1954,49,Control,Control A,11,0
1954,49,Control,Control A,13,0
1954,49,Control,Control A,13,0
1954,49,Control,Control A,13,0
1954,49,Control,Control A,13,0
1954,49,Control,Control A,13,0
1954,49,Control,Control A,14,0
1954,49,Control,Control A,14,0
1954,49,Control,Control A,15,0
1954,49,Control,Control A,15,0
1954,49,Control,Control A,16,0
1954,49,Control,Control A,16,0
1954,49,Control,Control A,17,0
1954,49,Control,Control A,18,0
1954,49,Control,Control A,19,0
1954,49,Control,Control A,22,0
1954,49,Control,Control A,22,0
1954,49,Control,Control A,23,0
1954,49,Control,Control A,24,0
1954,49,Control,Control A,25,0
1954,49,Control,Control A,25,0
1954,49,Control,Control A,25,0
1954,49,Control,Control A,25,0
1954,49,Control,Control A,27,0
1954,49,Control,Control A,29,0
1954,49,Control,Control A,29,0
1954,49,Control,Control A,30,0
1954,49,Control,Control A,52,0
1954,49,Control,Control A,87,0
1954,49,Control,Control A,151,1
1954,49,Control,Control B,2,0
1954,49,Control,Control B,7,0
1954,49,Control,Control B,8,0
1954,49,Control,Control B,9,0
1954,49,Control,Control B,11,0
1954,49,Control,Control B,12,0
1954,49,Control,Control B,13,0
1954,49,Control,Control B,13,0
1954,49,Control,Control B,15,0
1954,49,Control,Control B,15,0
1954,49,Control,Control B,15,0
1954,49,Control,Control B,16,0
1954,49,Control,Control B,18,0
1954,49,Control,Control B,19,0
1954,49,Control,Control B,19,0
1954,49,Control,Control B,20,0
1954,49,Control,Control B,21,0
1954,49,Control,Control B,22,0
1954,49,Control,Control B,23,0
1954,49,Control,Control B,24,0
1954,49,Control,Control B,25,0
1954,49,Control,Control B,28,0
1954,49,Control,Control B,30,0
1954,49,Control,Control B,32,0
1954,49,Control,Control B,33,0
1954,49,Control,Control B,36,0
1954,49,Control,Control B,38,0
1954,49,Control,Control B,39,0
1954,49,Control,Control B,40,0
1954,49,Control,Control B,50,0
1954,49,Control,Control B,56,0
1954,49,Control,Control B,58,0
1954,49,Control,Control B,76,0
1954,49,Control,Control B,113,0
1954,49,Control,Control B,151,1
1954,50,Trained,Trained A,2,0
1954,50,Trained,Trained A,5,0
1954,50,Trained,Trained A,6,0
1954,50,Trained,Trained A,7,0
1954,50,Trained,Trained A,8,0
1954,50,Trained,Trained A,8,0
1954,50,Trained,Trained A,8,0
1954,50,Trained,Trained A,9,0
1954,50,Trained,Trained A,9,0
1954,50,Trained,Trained A,10,0
1954,50,Trained,Trained A,10,0
1954,50,Trained,Trained A,11,0
1954,50,Trained,Trained A,12,0
1954,50,Trained,Trained A,13,0
1954,50,Trained,Trained A,15,0
1954,50,Trained,Trained A,16,0
1954,50,Trained,Trained A,16,0
1954,50,Trained,Trained A,17,0
1954,50,Trained,Trained A,17,0
1954,50,Trained,Trained A,17,0
1954,50,Trained,Trained A,17,0
1954,50,Trained,Trained A,18,0
1954,50,Trained,Trained A,19,0
1954,50,Trained,Trained A,19,0
1954,50,Trained,Trained A,19,0
1954,50,Trained,Trained A,20,0
1954,50,Trained,Trained A,20,0
1954,50,Trained,Trained A,20,0
1954,50,Trained,Trained A,20,0
1954,50,Trained,Trained A,21,0
1954,50,Trained,Trained A,22,0
1954,50,Trained,Trained A,23,0
1954,50,Trained,Trained A,23,0
1954,50,Trained,Trained A,25,0
1954,50,Trained,Trained A,25,0
1954,50,Trained,Trained A,25,0
1954,50,Trained,Trained A,28,0
1954,50,Trained,Trained A,29,0
1954,50,Trained,Trained A,30,0
1954,50,Trained,Trained A,30,0
1954,50,Trained,Trained A,30,0
1954,50,Trained,Trained A,30,0
1954,50,Trained,Trained A,30,0
1954,50,Trained,Trained A,32,0
1954,50,Trained,Trained A,36,0
1954,50,Trained,Trained A,36,0
1954,50,Trained,Trained A,37,0
1954,50,Trained,Trained A,40,0
1954,50,Trained,Trained A,47,0
1954,50,Trained,Trained A,151,1
1954,50,Trained,Trained B,7,0
1954,50,Trained,Trained B,7,0
1954,50,Trained,Trained B,7,0
1954,50,Trained,Trained B,7,0
1954,50,Trained,Trained B,8,0
1954,50,Trained,Trained B,8,0
1954,50,Trained,Trained B,8,0
1954,50,Trained,Trained B,9,0
1954,50,Trained,Trained B,9,0
1954,50,Trained,Trained B,9,0
1954,50,Trained,Trained B,9,0
1954,50,Trained,Trained B,10,0
1954,50,Trained,Trained B,11,0
1954,50,Trained,Trained B,12,0
1954,50,Trained,Trained B,12,0
1954,50,Trained,Trained B,12,0
1954,50,Trained,Trained B,12,0
1954,50,Trained,Trained B,13,0
1954,50,Trained,Trained B,13,0
1954,50,Trained,Trained B,14,0
1954,50,Trained,Trained B,14,0
1954,50,Trained,Trained B,14,0
1954,50,Trained,Trained B,16,0
1954,50,Trained,Trained B,17,0
1954,50,Trained,Trained B,18,0
1954,50,Trained,Trained B,18,0
1954,50,Trained,Trained B,18,0
1954,50,Trained,Trained B,19,0
1954,50,Trained,Trained B,19,0
1954,50,Trained,Trained B,20,0
1954,50,Trained,Trained B,21,0
1954,50,Trained,Trained B,22,0
1954,50,Trained,Trained B,22,0
1954,50,Trained,Trained B,22,0
1954,50,Trained,Trained B,23,0
1954,50,Trained,Trained B,23,0
1954,50,Trained,Trained B,25,0
1954,50,Trained,Trained B,27,0
1954,50,Trained,Trained B,28,0
1954,50,Trained,Trained B,32,0
1954,50,Trained,Trained B,33,0
1954,50,Trained,Trained B,33,0
1954,50,Trained,Trained B,34,0
1954,50,Trained,Trained B,36,0
1954,50,Trained,Trained B,39,0
1954,50,Trained,Trained B,50,0
1954,50,Trained,Trained B,58,0
1954,50,Trained,Trained B,68,0
1954,50,Trained,Trained B,71,0
1954,50,Trained,Trained B,151,1
1954,50,Control,Control A,4,0
1954,50,Control,Control A,4,0
1954,50,Control,Control A,4,0
1954,50,Control,Control A,5,0
1954,50,Control,Control A,5,0
1954,50,Control,Control A,5,0
1954,50,Control,Control A,6,0
1954,50,Control,Control A,7,0
1954,50,Control,Control A,7,0
1954,50,Control,Control A,7,0
1954,50,Control,Control A,8,0
1954,50,Control,Control A,8,0
1954,50,Control,Control A,9,0
1954,50,Control,Control A,10,0
1954,50,Control,Control A,11,0
1954,50,Control,Control A,12,0
1954,50,Control,Control A,13,0
1954,50,Control,Control A,14,0
1954,50,Control,Control A,15,0
1954,50,Control,Control A,15,0
1954,50,Control,Control A,16,0
1954,50,Control,Control A,17,0
1954,50,Control,Control A,17,0
1954,50,Control,Control A,18,0
1954,50,Control,Control A,18,0
1954,50,Control,Control A,19,0
1954,50,Control,Control A,20,0
1954,50,Control,Control A,20,0
1954,50,Control,Control A,21,0
1954,50,Control,Control A,21,0
1954,50,Control,Control A,22,0
1954,50,Control,Control A,24,0
1954,50,Control,Control A,25,0
1954,50,Control,Control A,27,0
1954,50,Control,Control A,27,0
1954,50,Control,Control A,28,0
1954,50,Control,Control A,31,0
1954,50,Control,Control A,32,0
1954,50,Control,Control A,33,0
1954,50,Control,Control A,34,0
1954,50,Control,Control A,34,0
1954,50,Control,Control A,37,0
1954,50,Control,Control A,37,0
1954,50,Control,Control A,39,0
1954,50,Control,Control A,42,0
1954,50,Control,Control A,48,0
1954,50,Control,Control A,56,0
1954,50,Control,Control A,138,0
1954,50,Control,Control A,151,1
1954,50,Control,Control A,151,1
1954,50,Control,Control B,2,0
1954,50,Control,Control B,4,0
1954,50,Control,Control B,4,0
1954,50,Control,Control B,5,0
1954,50,Control,Control B,6,0
1954,50,Control,Control B,6,0
1954,50,Control,Control B,6,0
1954,50,Control,Control B,7,0
1954,50,Control,Control B,7,0
1954,50,Control,Control B,7,0
1954,50,Control,Control B,7,0
1954,50,Control,Control B,8,0
1954,50,Control,Control B,9,0
1954,50,Control,Control B,9,0
1954,50,Control,Control B,9,0
1954,50,Control,Control B,9,0
1954,50,Control,Control B,10,0
1954,50,Control,Control B,10,0
1954,50,Control,Control B,10,0
1954,50,Control,Control B,10,0
1954,50,Control,Control B,10,0
1954,50,Control,Control B,11,0
1954,50,Control,Control B,12,0
1954,50,Control,Control B,12,0
1954,50,Control,Control B,12,0
1954,50,Control,Control B,15,0
1954,50,Control,Control B,16,0
1954,50,Control,Control B,17,0
1954,50,Control,Control B,19,0
1954,50,Control,Control B,19,0
1954,50,Control,Control B,20,0
1954,50,Control,Control B,22,0
1954,50,Control,Control B,22,0
1954,50,Control,Control B,23,0
1954,50,Control,Control B,23,0
1954,50,Control,Control B,23,0
1954,50,Control,Control B,24,0
1954,50,Control,Control B,24,0
1954,50,Control,Control B,25,0
1954,50,Control,Control B,25,0
1954,50,Control,Control B,25,0
1954,50,Control,Control B,26,0
1954,50,Control,Control B,27,0
1954,50,Control,Control B,27,0
1954,50,Control,Control B,28,0
1954,50,Control,Control B,31,0
1954,50,Control,Control B,31,0
1954,50,Control,Control B,32,0
1954,50,Control,Control B,33,0
1954,50,Control,Control B,34,0
